ds,yhat,yhat_lower,yhat_upper
2023-01-18,31.17671748605166,13.103935097814384,49.52046863865171
2023-01-19,31.399752846421592,12.54334395497711,49.56007601225242
2023-01-20,31.386525643247623,13.46068920091602,50.44769881858135
2023-01-21,32.835254537483706,14.061181227595299,50.91529821040988
2023-01-22,30.56205331736386,13.384966457024788,48.81356821726803
2023-01-23,34.79065798097004,17.170775466830264,53.95479534741774
2023-01-24,38.17783074403788,18.863789936329198,56.35686547101225
2023-01-25,37.30608846171103,19.09936873697398,55.0928597109828
2023-01-26,38.84722935217824,20.61546714370334,58.1489941952564
2023-01-27,40.176634442484044,22.71053932791872,58.91821748036647
2023-01-28,42.89828304264078,24.72194202377596,61.38896212461091
2023-01-29,41.73242434062149,24.326553181278022,61.73687902955209
2023-01-30,46.81315487278723,29.362670061160998,65.06261530242205
2023-01-31,50.72109378135492,31.419973995573343,69.83471902142378
2023-02-01,49.982174988654975,30.92611831253358,68.53946526888622
2023-02-02,51.23554587314067,31.4392048462038,70.36923363717268
2023-02-03,51.85024533925273,32.68038440801561,69.93684313081994
2023-02-04,53.45049532786084,33.3129399023498,72.4810964447317
2023-02-05,50.80163616984377,33.88864519104869,70.04366818648808
2023-02-06,54.104214033427766,35.07854886615713,71.79592710604598
2023-02-07,56.021800492673066,37.76542254016352,74.76950643551035
2023-02-08,53.1740350975409,35.61971419728217,73.16569039899073
2023-02-09,52.29838147004694,33.1123595603818,71.94197141724278
2023-02-10,50.860752324985455,33.46014487581683,68.00389464794713
2023-02-12,46.28545298917013,27.07115486122469,64.20309223357471
2023-02-13,48.25477896167148,30.729323833865706,66.26391049907107
2023-02-14,49.19196007041968,31.6444647478748,67.77725605841415
2023-02-15,45.742798012695474,26.437376202832635,63.82526422810746
2023-02-16,44.651825917308216,26.458438232991746,63.256946461856536
2023-02-17,43.373837269104385,25.113519932238546,61.27535094117092
2023-02-18,43.59538403808661,25.055828147756728,61.5764113024057
2023-02-19,40.118427760848185,21.084178784097634,56.953033116839514
2023-02-20,43.15370009320651,24.426881728275532,62.08274129470394
2023-02-21,45.34930306269389,26.920191052899597,63.62494672940667
2023-02-22,43.28590429546763,25.46225377462019,61.3210106714843
2023-02-23,43.64181200221787,25.07700378049038,61.465900132155404
2023-02-24,43.80782666839087,25.476054819683604,61.266502719874495
2023-02-25,45.411832412425426,27.129317260394327,63.06821699305081
2023-02-26,43.205179847000764,24.966122860368237,60.54155578802268
2023-02-27,47.35828268814073,29.921729719619584,66.85699375569567
2023-02-28,50.490827081257855,30.936606105715416,69.71061543686633
2023-03-01,49.16783148951605,30.80143337033033,68.99746277933443
2023-03-02,50.06475346514724,31.908735275376934,69.31636328839629
2023-03-03,50.58149797538483,32.903301313406004,67.27976151410869
2023-03-05,50.19470123391264,32.47649076016096,68.89069922359607
2023-03-07,57.250169089650484,38.84764457135285,77.45195492859439
2023-03-08,55.72547530245917,37.113356537556825,73.59341031628512
2023-03-09,56.39946219221775,38.74169592069358,73.89785804463207
2023-03-10,56.690506313604956,39.40502983884149,74.97806783022378
2023-03-11,58.255178968358415,40.70989613748792,77.09235631760218
2023-03-13,59.73381651262911,40.84895195425609,77.39103804021735
2023-03-14,62.47878960094977,43.65961820161624,81.49973101993201
2023-03-16,61.032530637546714,43.28484235297542,79.72524347762257
2023-03-17,60.92833482794243,41.19510185609936,79.70493790418385
2023-03-18,62.02189588170791,42.73406206374205,80.17702145201231
2023-03-19,59.09653231327675,40.294416385911404,77.4798767871679
2023-03-20,62.363639267690935,44.572172154534634,80.69198656512401
2023-03-21,64.49176004419215,45.27322607850428,84.93077937390646
2023-03-23,61.92393364486719,43.38115165846514,80.02225522979313
2023-03-24,61.419206501853154,42.5520123188278,80.72379584367997
2023-03-25,62.28769273589242,42.74622030296649,81.56138390034624
2023-03-26,59.35402992277261,40.59370801084228,77.71008324703814
2023-03-27,62.85528305991767,44.38552825270929,82.16381975105816
2023-03-28,65.46483850303511,46.32929640222422,84.72168735668664
2023-03-29,63.78312614227497,45.28054011049164,81.80294275714637
2023-03-30,64.49897869744743,47.879107599409615,82.66521384962768
2023-03-31,65.00197956072903,46.60988350668876,84.0107503671992
2023-04-01,66.9060976584354,48.466496662934915,85.40175851740297
2023-04-02,64.93683879371332,47.22807599847691,83.09562683843103
2023-04-03,69.22933124620329,50.7821195831864,86.72173991876925
2023-04-04,72.36255144911381,54.97118008309002,92.22989934906408
2023-04-05,70.86055812079373,53.04994998541159,89.48375834756217
2023-04-06,71.36341618312764,52.34766889439148,88.79126498763517
2023-04-07,71.24705151278107,52.38783095239799,89.32274082940818
2023-04-08,72.15136637591856,52.42658207349108,90.29533086152932
2023-04-09,68.86813466902096,51.43924741274471,86.43994234150773
2023-04-10,71.6357375020326,54.09422594861047,90.10204340878384
2023-04-11,73.16600205875969,55.477190584968255,92.9639947181906
2023-04-13,69.33790144852274,51.18447432813316,87.77511291545278
2023-04-14,68.29879966850135,48.457380344151765,87.18397404012875
2023-04-15,68.77887617096478,49.067092398304155,86.28222397601898
2023-04-16,65.65335896951268,48.0072761872807,83.89470611921587
2023-04-17,69.19533380534719,50.03190495030567,87.26790070922611
2023-04-18,72.09636053542309,54.856420645248356,90.5899713022312
